doc_id;first_elm;second_elm
"661340";"ประมวลกฎหมายอาญา";"352"
"661340";"ประมวลกฎหมายแพ่งและพาณิชย์";"1055, 1061, 1062"
"661340";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"158 (5)"
"646731";"ประมวลกฎหมายอาญา";"33"
"646731";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"192 วรรคหนึ่ง"
"646731";"พระราชบัญญัติห้ามเรียกดอกเบี้ยเกินอัตรา พ.ศ.2560";"4 (1), 4 (2)"
"657567";"ประมวลกฎหมายอาญา";"81, 341"
"649851";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"39 (2), 43, 195 วรรคสอง, 225"
"664334";"ประมวลกฎหมายอาญา";"277 วรรคหนึ่ง (เดิม), 277 วรรคสอง (เดิม), 279 วรรคหนึ่ง (เดิม), 279 วรรคสี่ (ใหม่)"
"686428";"ประมวลกฎหมายแพ่งและพาณิชย์";"686"
"686428";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"84 (3), 183 วรรคสอง"
"664219";"ประมวลกฎหมายอาญา";"83, 86, 95 (3), 157, 162 (4)"
"649854";"ประมวลกฎหมายอาญา";"210, 295"
"649854";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"192 วรรคหนึ่ง, 195 วรรคสอง, 225"
"664270";"ประมวลกฎหมายอาญา";"90, 91"
"664270";"พระราชบัญญัติป้องกันและปราบปรามการค้ามนุษย์ พ.ศ.2551";"4, 6, 9, 52"
"660262";"ประมวลกฎหมายอาญา";"341, 343"
"660262";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"15"
"660262";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"174 (2)"
"660262";"พระราชบัญญัติว่าด้วยการกระทำความผิดเกี่ยวกับคอมพิวเตอร์ พ.ศ.2550";"14 (1)"
"646733";"ประมวลกฎหมายอาญา";"86, 339 วรรคแรก, 340 ตรี"
"657206";"ประมวลกฎหมายอาญา";"90, 343 วรรคสอง"
"657206";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"195 วรรคสอง, 225"
"646738";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"316, 322, 324"
"646738";"พระราชบัญญัติสหกรณ์ พ.ศ.2542";"42, 42/1"
"649839";"ประมวลกฎหมายอาญา";"80, 288, 371"
"649839";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"120, 121 วรรคสอง, 130"
"646736";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"229"
"661426";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"161, 169/2 วรรคสี่, 292"
"661210";"ประมวลกฎหมายแพ่งและพาณิชย์";"545"
"649853";"ประมวลกฎหมายแพ่งและพาณิชย์";"150, 155, 1367"
"649853";"ประมวลกฎหมายที่ดิน";"58 ทวิ"
"661224";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"158 (5)"
"661224";"พระราชบัญญัติว่าด้วยความผิดอันเกิดจากการใช้เช็ค พ.ศ.2534";"4"
"681552";"ประมวลกฎหมายแพ่งและพาณิชย์";"222, 572"
"661467";"ประมวลกฎหมายแพ่งและพาณิชย์";"224 วรรคหนึ่ง, 225"
"661628";"ประมวลกฎหมายอาญา";"357"
"661628";"ประมวลกฎหมายแพ่งและพาณิชย์";"213, 1332, 1336"
"661628";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"40, 47"
"662483";"ประมวลกฎหมายอาญา";"1 (18), 278 วรรคสอง (ใหม่), 279 วรรคสอง (เดิม)"
"649884";"ประมวลกฎหมายอาญา";"80, 288, 391"
"649884";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"192 วรรคท้าย, 195 วรรคสอง, 225"
"686972";"ประมวลกฎหมายแพ่งและพาณิชย์";"224 วรรคหนึ่ง, 330, 331, 738, 739, 741"
"664214";"ประมวลกฎหมายอาญา";"44/1"
"664214";"ประมวลกฎหมายแพ่งและพาณิชย์";"247"
"664214";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"46"
"662033";"ประมวลกฎหมายอาญา";"65"
"664338";"ประมวลกฎหมายอาญา";"1 (9), 265 (เดิม), 266 (1), 268"
"661327";"พระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน พ.ศ.2542";"3 (18), 50 วรรคหนึ่ง (2), 51 วรรคสาม"
"664305";"ประมวลกฎหมายแพ่งและพาณิชย์";"1304 (1), 1334, 1375"
"664305";"ประมวลกฎหมายที่ดิน";"14, 20 (6), 27, 33"
"649855";"ประมวลกฎหมายอาญา";"277"
"649855";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"226/3"
"664355";"ประมวลกฎหมายอาญา";"91, 209 วรรคแรก, 210 วรรคแรก, 269/5, 269/6, 269/7, 341, 342 (1), 343 วรรคสอง"
"664355";"พระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน พ.ศ.2542";"5 (1), 5 (2), 5 (3), 9 วรรคสอง, 60"
"664355";"พระราชบัญญัติป้องกันและปราบปรามการมีส่วนร่วมในองค์กรอาชญากรรมข้ามชาติ พ.ศ.2556";"5, 25"
"681423";"ประมวลกฎหมายอาญา";"326"
"681423";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"15, 226, 226/1"
"681423";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"225 วรรคหนึ่ง, 252"
"656665";"ประมวลกฎหมายอาญา";"277, 283 ทวิ, 317 วรรคสาม"
"662035";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"142 (5)"
"662035";"ประมวลรัษฎากร";"4, 16, 30, 79/2, 83/10"
"662035";"พระราชบัญญัติจัดตั้งศาลภาษีอากรและวิธีพิจารณาคดีภาษีอากร พ.ศ.2528";"26"
"662035";"พระราชกำหนดพิกัดอัตราศุลกากร พ.ศ.2530";"15 วรรคสาม"
"656664";"พระราชบัญญัติควบคุมอาคาร พ.ศ.2522";"4, 69"
"661425";"ประมวลกฎหมายอาญา";"264, 265, 266, 268"
"661425";"พระราชบัญญัติกำหนดความผิดเกี่ยวกับห้างหุ้นส่วนจดทะเบียน ห้างหุ้นส่วนจำกัด บริษัทจำกัด สมาคมและมูลนิธิ พ.ศ.2499";"42"
"649838";"ประมวลกฎหมายอาญา";"22"
"661209";"ประมวลกฎหมายแพ่งและพาณิชย์";"5, 806"
"661209";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"142 (5)"
"661209";"พระราชบัญญัติวิธีพิจารณาคดีผู้บริโภค พ.ศ.2551";"7"
"662205";"ประมวลกฎหมายอาญา";"264, 265, 268"
"656660";"ประมวลกฎหมายแพ่งและพาณิชย์";"1388"
"656660";"ประกาศของคณะปฏิวัติ ฉบับที่ 286";""
"661424";"ประมวลกฎหมายแพ่งและพาณิชย์";"1169"
"657568";"ประมวลกฎหมายอาญา";"2, 3"
"657568";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"39 (4)"
"657568";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"144, 148"
"657568";"พ.ร.บ.การเลือกตั้งสมาชิกสภาท้องถิ่นหรือผู้บริหารท้องถิ่น พ.ศ.2545";"57 วรรคหนึ่ง (1), 97 วรรคหนึ่ง, 118"
"683678";"ประมวลกฎหมายแพ่งและพาณิชย์";"171, 173, 291, 368, 681/1"
"683678";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"198 ทวิ วรรคหนึ่ง"
"683678";"พระราชบัญญัติวิธีพิจารณาคดีผู้บริโภค พ.ศ.2551";"12"
"662196";"พระราชบัญญัติคุมประพฤติ พ.ศ.2559";"30"
"649862";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"73 ทวิ, 74, 76, 77, 170"
"649862";"พระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน พ.ศ.2542";"49 วรรคห้า, 59 วรรคหนึ่ง"
"649862";"พระราชบัญญัติไปรษณีย์ พ.ศ.2477";"22"
"649862";"พระราชบัญญัติห้ามเรียกดอกเบี้ยเกินอัตรา พ.ศ.2475";"3"
"649862";"พระราชกฤษฎีกากำหนดอำนาจ สิทธิ และประโยชน์ของบริษัทไปรษณีย์ไทย จำกัด พ.ศ.2546  ";"6"
"649862";"ประกาศคณะกรรมการกิจการไปรษณีย์ เรื่อง ให้ใช้ไปรษณียนิเทศ พ.ศ. 2557";""
"662199";"ประมวลกฎหมายอาญา";"91"
"662199";"พระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน พ.ศ.2542";"5 (1), 5 (2)"
"656659";"ประมวลกฎหมายแพ่งและพาณิชย์";"1161, 1162"
"661325";"พระราชบัญญัติล้มละลาย พ.ศ.2483";"90/27 วรรคหนึ่ง"
"662188";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"324"
"662188";"พระราชบัญญัติล้มละลาย พ.ศ.2483";"96 (3)"
"661630";"ประมวลกฎหมายแพ่งและพาณิชย์";"745"
"661630";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"144 วรรคหนึ่ง, 271 (เดิม), 287 (เดิม)"
"649848";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"229"
"657028";"ประมวลกฎหมายอาญา";"175, 198"
"662244";"ประมวลกฎหมายแพ่งและพาณิชย์";"850"
"656692";"ประมวลกฎหมายอาญา";"18, 39"
"656692";"พระราชบัญญัติจราจรทางบก พ.ศ.2522";"4 (15), 34, 175, 160 ตรี วรรคสาม"
"664252";"พระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน พ.ศ.2542";"3 วรรคหนึ่ง (2), 3 วรรคห้า, 49 วรรคหนึ่ง, 50, 51, 54, 59"
"662108";"ประมวลกฎหมายแพ่งและพาณิชย์";"193/17, 193/33 (2)"
"662108";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"249"
"662108";"พระราชบัญญัติวิธีพิจารณาคดีผู้บริโภค พ.ศ.2551";"49, 51"
"664228";"ประมวลกฎหมายอาญา";"36"
"655635";"ประมวลกฎหมายแพ่งและพาณิชย์";"1382"
"655635";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"46"
"655635";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"86 วรรคท้าย, 225 วรรคสอง, 252"
"661465";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"156/1"
"661465";"พระราชบัญญัติอนุญาโตตุลาการ พ.ศ.2545";"42, 45"
"661101";"ประมวลกฎหมายอาญา";"95 (5)"
"661101";"พระราชบัญญัติลิขสิทธิ์ พ.ศ.2537";"32 วรรคสอง (2), 69"
"682045";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"15, 176 วรรคหนึ่ง, 218 วรรคหนึ่ง"
"682045";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"225 วรรคหนึ่ง"
"680502";"ประมวลกฎหมายอาญา";"56, 291, 300, 390"
"680502";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"15, 218 วรรคหนึ่ง, 221"
"680502";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"247"
"680502";"พระราชบัญญัติจราจรทางบก พ.ศ.2522";"43 (4), 157"
"662248";"ประมวลกฎหมายแพ่งและพาณิชย์";"150"
"662248";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"222/37"
"662248";"พระราชบัญญัติทนายความ พ.ศ.2528";""
"649847";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"244/1"
"662406";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"15, 216, 224"
"666588";"ประมวลกฎหมายอาญา";"173"
"662633";"ประมวลกฎหมายอาญา";"21, 22"
"662618";"ประมวลกฎหมายอาญา";"91, 252, 263, 268, 251 (เดิม), 265 (เดิม)"
"664251";"ประมวลกฎหมายอาญา";"83"
"664251";"พระราชบัญญัติป้องกันและปราบปรามการฟอกเงิน พ.ศ.2542";"5 (1)"
"664251";"พระราชบัญญัติมาตรการในการปราบปรามผู้กระทำผิดเกี่ยวกับยาเสพติด พ.ศ.2534";"6 (1), 8"
"662203";"ประมวลกฎหมายแพ่งและพาณิชย์";"324"
"662203";"พระราชบัญญัติล้มละลาย พ.ศ.2483";"90/42 (3) (ข)"
"662204";"ประมวลกฎหมายอาญา";"23"
"662204";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"219 ตรี, 221"
"662583";"ประมวลกฎหมายแพ่งและพาณิชย์";"379, 383"
"664271";"ประมวลกฎหมายอาญา";"91"
"664271";"พระราชบัญญัติคนเข้าเมือง พ.ศ.2522";"63 วรรคหนึ่ง, 64 วรรคหนึ่ง"
"664271";"พระราชบัญญัติป้องกันและปราบปรามการมีส่วนร่วมในองค์กรอาชญากรรมข้ามชาติ พ.ศ.2556";"25"
"662367";"ประมวลกฎหมายอาญา";"264, 265, 268"
"662623";"ประมวลกฎหมายอาญา";"91, 282 วรรคสาม, 317 วรรคสาม"
"662623";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"158 (5)"
"662623";"พระราชบัญญัติคุ้มครองเด็ก พ.ศ.2546";"26 วรรคหนึ่ง (3)"
"662623";"พระราชบัญญัติป้องกันและปราบปรามการค้ามนุษย์ พ.ศ.2551";"4"
"662623";"พระราชบัญญัติคุ้มครองเด็ก พ.ศ.2546";"26 วรรคหนึ่ง (5)"
"656690";"ประมวลกฎหมายอาญา";"352 วรรคหนึ่ง, 354 (เดิม)"
"656658";"ประมวลกฎหมายอาญา";"3, 95 (5)"
"656658";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"39 (6), 185, 195 วรรคสอง, 212, 225"
"656658";"พระราชบัญญัติป่าสงวนแห่งชาติ พ.ศ.2507";"14, 31 วรรคหนึ่ง (ใหม่)"
"661944";"ประมวลกฎหมายแพ่งและพาณิชย์";"379, 383 วรรคหนึ่ง"
"681419";"ประมวลกฎหมายแพ่งและพาณิชย์";"193/14, 193/15, 193/34"
"664316";"ประมวลกฎหมายอาญา";"3"
"664316";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"212"
"664316";"พระราชบัญญัติป่าสงวนแห่งชาติ พ.ศ.2507";"14, 31 วรรคหนึ่ง (ใหม่)"
"662243";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"142 (5)"
"662243";"ประมวลรัษฎากร";"4, 16, 30, 77/1 (19), 79/2, 83/10"
"662243";"พระราชบัญญัติจัดตั้งศาลภาษีอากรและวิธีพิจารณาคดีภาษีอากร พ.ศ.2528";"26"
"662243";"พระราชบัญญัติศุลกากร พ.ศ.2496";"10 วรรคหนึ่ง, 10 ทวิ วรรคหนึ่ง"
"662243";"พระราชกำหนดพิกัดอัตราศุลกากร พ.ศ.2530";"15 วรรคสาม"
"661429";"พระราชบัญญัติสิทธิบัตร พ.ศ.2522";"3, 6 วรรคสอง (1)"
"662464";"พระราชบัญญัติคุ้มครองแรงงาน พ.ศ.2541";"22, 90"
"662464";"กฎกระทรวง ฉบับที่ 12 (พ.ศ.2541) ออกตามความในพระราชบัญญัติคุ้มครองแรงงาน พ.ศ.2541";""
"649840";"ประมวลกฎหมายอาญา";"36"
"649840";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"195 วรรคสอง"
"664245";"พระราชบัญญัติศาลเยาวชนและครอบครัวและวิธีพิจารณาคดีเยาวชนและครอบครัว พ.ศ.2553";"160 วรรคหนึ่ง, 160 วรรคสาม"
"664227";"พระราชบัญญัติฟื้นฟูสมรรถภาพผู้ติดยาเสพติด พ.ศ.2545";"19 วรรคหนึ่ง"
"661947";"ประมวลกฎหมายแพ่งและพาณิชย์";"1564"
"661947";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"142"
"662198";"พระราชบัญญัติยาเสพติดให้โทษ พ.ศ.2522";"100/2"
"649866";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"225"
"649866";"ประมวลกฎหมายที่ดิน";"82 วรรคสอง"
"649864";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"150 วรรคท้าย"
"661427";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"39 (4), 195 วรรคสอง"
"661427";"พระราชบัญญัติคนเข้าเมือง พ.ศ.2522";"64"
"686971";"ประมวลกฎหมายอาญา";"175, 198"
"657579";"ประมวลกฎหมายแพ่งและพาณิชย์";"193/14 (1), 193/34 (9)"
"657579";"พระราชบัญญัติจัดตั้งศาลแรงงานและวิธีพิจารณาคดีแรงงาน พ.ศ.2522";"49, 54 วรรคหนึ่ง"
"657579";"พระราชบัญญัติว่าด้วยธุรกรรมทางอิเล็กทรอนิกส์ พ.ศ.2544";"7, 8 วรรคหนึ่ง, 9"
"664315";"ประมวลกฎหมายแพ่งและพาณิชย์";"204 วรรคสอง"
"664315";"พระราชบัญญัติคุ้มครองแรงงาน พ.ศ.2541";"9 วรรคสอง"
"670398";"พระราชบัญญัติกองทุนสำรองเลี้ยงชีพ พ.ศ.2530";"7, 11, 13, 14, 23"
"661430";"ประมวลกฎหมายแพ่งและพาณิชย์";"577, 582"
"661430";"พระราชบัญญัติจัดตั้งศาลแรงงานและวิธีพิจารณาคดีแรงงาน พ.ศ.2522";"49"
"661430";"พระราชบัญญัติคุ้มครองแรงงาน พ.ศ.2541";"13 (เดิม)"
"662189";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"15, 208 (1)"
"662189";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"225 วรรคหนึ่ง"
"655575";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"138"
"662621";"ประมวลกฎหมายแพ่งและพาณิชย์";"425, 575"
"662405";"ประมวลกฎหมายแพ่งและพาณิชย์";"237, 680"
"661428";"ประมวลกฎหมายแพ่งและพาณิชย์";"420, 438 วรรคสอง"
"661428";"พระราชบัญญัติวิธีพิจารณาคดีผู้บริโภค พ.ศ.2551";"42"
"662410";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"149 วรรคหนึ่ง, 153 วรรคสอง, 153/1 ตาราง 5 ข้อ 3 ท้าย ป.วิ.พ."
"661468";"พระราชบัญญัติวิธีปฏิบัติราชการทางปกครอง พ.ศ.2539";"30, 41"
"664314";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"84/1, 225"
"664314";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"15, 195 วรรคสอง, 225"
"662371";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"166"
"657205";"พระราชบัญญัติควบคุมอาคาร พ.ศ.2522";"40 (2), 42, 77, 77 วรรคหนึ่ง (4), 77 วรรคสี่, 80"
"662242";"ประมวลกฎหมายอาญา";"350, 83"
"662242";"พระราชบัญญัติจัดตั้งศาลแขวงและวิธีพิจารณาความอาญาในศาลแขวง พ.ศ.2499";"22"
"661776";"ประมวลกฎหมายอาญา";"350, 352"
"661776";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"35 วรรคสอง, 39 (2)"
"662034";"ประมวลกฎหมายอาญา";"341"
"662034";"ประมวลกฎหมายแพ่งและพาณิชย์";"345"
"656670";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"245 วรรคหนึ่ง"
"656670";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"247"
"656670";"พระราชบัญญัติการเดินเรือในน่านน้ำไทย พ.ศ.2456";"117 วรรคหนึ่ง, 118"
"662626";"ประมวลกฎหมายอาญา";"32, 33 (1)"
"662626";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"195 วรรคสอง, 225"
"662626";"พระราชบัญญัติอาวุธปืน เครื่องกระสุนปืน วัตถุระเบิด ดอกไม้เพลิง และสิ่งเทียมอาวุธปืน พ.ศ.2490";"7, 24, 72, 73"
"682044";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"170"
"662608";"ประมวลกฎหมายอาญา";"33 (1), 276, 284"
"649850";"พระราชบัญญัติป้องกันและปราบปรามการค้ามนุษย์ พ.ศ.2551";"4, 6 (1), 6 (2) (เดิม), 52 วรรคสอง (เดิม)"
"664285";"ประมวลกฎหมายแพ่งและพาณิชย์";"1590, 1598/18 วรรคสอง, 1726, 1736"
"664285";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"142 (5)"
"662403";"ประมวลกฎหมายอาญา";"20"
"662403";"พระราชบัญญัติการพนัน พ.ศ.2478";"12 (1), 15"
"681773";"ประมวลกฎหมายอาญา";"137, 267"
"681773";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"2 (4), 158 (5)"
"681773";"พระราชบัญญัติกำหนดความผิดเกี่ยวกับห้างหุ้นส่วนจดทะเบียน ห้างหุ้นส่วนจำกัด บริษัทจำกัด สมาคมและมูลนิธิ พ.ศ.2499";"42 (2)"
"661466";"ประมวลกฎหมายแพ่งและพาณิชย์";"155 วรรคหนึ่ง"
"661466";"พระราชบัญญัติอนุญาโตตุลาการ พ.ศ.2545";"11 วรรคสอง, 24 วรรคหนึ่ง, 41 วรรคหนึ่ง, 43, 44"
"662366";"ประมวลกฎหมายแพ่งและพาณิชย์";"1364 วรรคสอง, 1382, 1646"
"662366";"พระราชบัญญัติจัดที่ดินเพื่อการครองชีพ พ.ศ.2511";"12 วรรคหนึ่ง"
"662197";"พระราชบัญญัติจัดที่ดินเพื่อการครองชีพ พ.ศ.2511";"12 วรรคหนึ่ง"
"649865";"ประมวลกฎหมายอาญา";"92, 93 (13), 343 วรรคแรก (เดิม)"
"649865";"พระราชบัญญัติจัดหางานและคุ้มครองคนหางาน พ.ศ.2528";"91 ตรี"
"682047";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"226/2 วรรคหนึ่ง (2)"
"662376";"ประมวลกฎหมายอาญา";"188 (เดิม), 264 (เดิม), 268, 269/5, 269/6, 269/7, 334 (เดิม), 335 (เดิม), 341 (เดิม), 342 (เดิม)"
"662376";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"43"
"662542";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"132 (1), 174 (2)"
"662374";"ประมวลกฎหมายแพ่งและพาณิชย์";"4, 75"
"662374";"พระราชบัญญัติอาคารชุด พ.ศ.2522";"35, 36 (3)"
"656689";"ประมวลกฎหมายอาญา";"3 (16), 95 (5), 136 (เดิม)"
"656689";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"39 (6), 192 วรรคท้าย, 195 วรรคสอง, 215, 225"
"663416";"ประมวลกฎหมายอาญา";"90, 91, 137 (เดิม), 265 (เดิม), 267 (เดิม), 268 วรรคแรก"
"662631";"ประมวลกฎหมายอาญา";"360"
"662631";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"2 (4), 28 (2)"
"662036";"ประมวลกฎหมายอาญา";"86, 90, 135/1, 135/2, 135/3"
"662036";"พระราชบัญญัติอาวุธปืน เครื่องกระสุนปืน วัตถุระเบิด ดอกไม้เพลิง และสิ่งเทียมอาวุธปืน พ.ศ.2490";"55, 78"
"666592";"ประมวลกฎหมายอาญา";"288, 81, 90, 91"
"666592";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"218 วรรคหนึ่ง"
"666592";"พระราชบัญญัติอาวุธปืน เครื่องกระสุนปืน วัตถุระเบิด ดอกไม้เพลิง และสิ่งเทียมอาวุธปืน พ.ศ.2490";"78"
"657078";"ประมวลกฎหมายอาญา";"33 (2)"
"657078";"พระราชบัญญัติประกอบรัฐธรรมนูญว่าด้วยการป้องกันและปราบปรามการทุจริต พ.ศ.2542";"123/6, 123/7, 123/8"
"664231";"ประมวลกฎหมายอาญา";"267"
"664231";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"2 (4)"
"654571";"ประมวลกฎหมายอาญา";"300, 390"
"654571";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"192, 195, 216, 221, 225"
"654571";"พระราชบัญญัติจราจรทางบก พ.ศ.2522";"43 (4), 157"
"649860";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"163 วรรคหนึ่ง"
"663404";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"158"
"662370";"ประมวลกฎหมายแพ่งและพาณิชย์";"816 วรรคหนึ่ง"
"662696";"ประมวลกฎหมายแพ่งและพาณิชย์";"821, 822"
"662241";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"323 (เดิม)"
"662409";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"92"
"682042";"พระราชบัญญัติล้มละลาย พ.ศ.2483";"90/12 (4), 90/12 (9)"
"662625";"ประมวลกฎหมายอาญา";"368"
"662625";"พระราชบัญญัติจราจรทางบก พ.ศ.2522";"142 วรรคสอง"
"662624";"พระราชบัญญัติวิชาชีพเวชกรรม พ.ศ.2525";"7, 21"
"662624";"พระราชบัญญัติสถานพยาบาล พ.ศ.2541";"34 (2), 65"
"663392";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"166, 181"
"662247";"ประมวลกฎหมายอาญา";"364, 365"
"662247";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"205, 208, 225"
"655860";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"198 ทวิ วรรคสาม (2)"
"655860";"พระราชบัญญัติว่าด้วยข้อสัญญาที่ไม่เป็นธรรม พ.ศ.2540";"4"
"655860";"พระราชบัญญัติวิธีพิจารณาคดีผู้บริโภค พ.ศ.2551";"7"
"663410";"พระราชบัญญัติยาเสพติดให้โทษ พ.ศ.2522";"100/2"
"662580";"พระราชบัญญัติสถานพยาบาล พ.ศ.2541";"57"
"662620";"ประมวลกฎหมายอาญา";"3, 91"
"662620";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"2 (4), 120"
"662620";"พระราชบัญญัติว่าด้วยการกระทำความผิดเกี่ยวกับคอมพิวเตอร์ พ.ศ.2550";"5, 10, 12 (1) (2)"
"662628";"ประมวลกฎหมายอาญา";"91"
"662628";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"195 วรรคสอง, 225"
"662628";"พระราชบัญญัติสถานบริการ พ.ศ.2509";""
"662628";"พระราชบัญญัติคุ้มครองเด็ก พ.ศ.2546";""
"662628";"พระราชบัญญัติควบคุมเครื่องดื่มแอลกอฮอล์ พ.ศ.2551";""
"662630";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"158 (5)"
"662630";"พระราชบัญญัติควบคุมอาคาร พ.ศ.2522";"40, 41, 42, 66 ทวิ"
"662615";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"15, 40"
"662615";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"141"
"662615";"พระราชบัญญัติป่าสงวนแห่งชาติ พ.ศ.2507";"26/4, 26/5"
"664224";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"216 วรรคหนึ่ง"
"663411";"ประมวลกฎหมายอาญา";"317 วรรคสาม (เดิม)"
"662408";"ประมวลกฎหมายอาญา";"84 วรรคสอง, 289 (4)"
"662873";"ประมวลกฎหมายแพ่งและพาณิชย์";"406"
"662629";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"148"
"662629";"พระราชบัญญัติจัดตั้งศาลปกครองและวิธีพิจารณาคดีปกครอง พ.ศ.2542";"51, 52 วรรคสอง"
"662629";"พระราชบัญญัติว่าด้วยการวินิจฉัยชี้ขาดอำนาจหน้าที่ระหว่างศาล พ.ศ.2542";"10"
"663000";"ประมวลกฎหมายอาญา";"3"
"663000";"พระราชบัญญัติคุ้มครองผู้บริโภค พ.ศ.2522";"29/9 วรรคสอง, 36 วรรคสอง, 56/4"
"663000";"พระราชบัญญัติศุลกากร พ.ศ.2560";"242, 246"
"663000";"พระราชบัญญัติให้บำเหน็จในการปราบปรามผู้กระทำความผิด พ.ศ.2489";"7, 8"
"663000";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"158, 195 วรรคสอง, 225"
"663616";"ประมวลกฎหมายวิธีพิจารณาความอาญา";"15"
"663616";"ประมวลกฎหมายวิธีพิจารณาความแพ่ง";"225 วรรคหนึ่ง, 252"
